sid	label	pkgname	ver	adunitshowid	mediashowid	apptype	nginxtime	ip	city	province	reqrealip	adidmd5	imeimd5	idfamd5	openudidmd5	macmd5	dvctype	model	make	ntt	carrier	os	osv	orientation	lan	h	w	ppi
4cfdcf06-9791-42af-9bbb-9346a84a243e-1560071123327	0	empty	5.73.2.5950	a03caee254dc4d2c20af52f46ae6fbb9	25ad2d02765793b229e8e468a6203269	326.0	1.560071123325E12	183.229.33.111	重庆市	31.0	47.100.46.246	a15b328cb607992714b665f42b203113	20549f79ee3aaf5c0e86d43f23a4d1de	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	OS105	SMARTISAN	2.0	46001.0	android	7.1.1	0.0	zh-CN	2160.0	1080.0	0.0
4fc506cc-b84c-4ff2-9074-b704a33d8ba6-1560029096035	1	170a88a12e36f8a0f1b73442304398b1	30923000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560029096035E12	182.51.86.74	合肥市	-1.0	39.96.159.157	empty	613d0cf4422fc2cacfbb7bc341d5780a	empty	empty	empty	2.0	LLD AL20	HONOR	2.0	46000.0	Android	8.0.0	1.0	zh-CN	760.0	360.0	0.0
a3c839c1-6a95-42ec-bc88-a0b92fcacaaf-1560089619889	1	ae90f961dbafe0f78f8a1cd7775362ed	NULL	0d116d0416862dea0ff81905de4df513	fff9eaef85a611570dda886b390fee8a	281.0	1.560089619905E12	163.142.99.139	东莞市	-1.0	123.123.219.7	18a58d92f4df8da120a59a1b34ae5fdb	empty	empty	empty	empty	2.0	VTR-AL00	HUAWEI	2.0	-1.0	android	3.9.0	0.0	NULL	0.0	0.0	0.0
acc7c50f-6dd5-4756-9018-387e6c242288-1560017991707	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e7f79bda2b839f7debffe13ee6df818f	f4658ac564ae09266976ac30e0f8f582	221.0	1.560017991705E12	223.104.96.82	贵阳市	-1.0	42.236.10.123	8d00e4158be40a4e140cd580c169140c	375bdbb84f7740d7af54ecae854f1cd0	empty	empty	empty	0.0	EVA-AL00	荣耀	6.0	46000.0	android	6.0	0.0	NULL	1812.0	1080.0	0.0
4b0ed061-cb05-4177-a11b-c80cbcc62313-1560018065816	1	2477c87258c08e20d9b3d308867ae4cd	8.5.7.1	f752b4dbcf56662d9042436425b8c164	6a201781abc86a0666c3e94b6638c920	367.0	1.560018065817E12	223.104.250.230	重庆市	31.0	124.243.219.138	2a9b49e62f6292c911e2c2302871a435	27b446284ba999427f4b132f9bdd38d1	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	OPPO R11T	NULL	6.0	46000.0	android	7.1.1	0.0	cn	0.0	0.0	0.0
30918bc8-68f8-4f3e-8dd9-a23f8e88077e-1560085191393	1	1045947d39ac3b562a76c599a7bfd8a1	8.10.1	d87597b75a747917fc1d95fa40e6dd37	a3321324115a89c9a1e1ee10a099e782	318.0	1.560085191394E12	171.213.67.173	达州市	-1.0	180.76.166.130	8922f273c596342b232b3c899608a3de	8d5de83dde33c5b78c7f0aef2e5971a0	empty	empty	empty	2.0	JSN-AL00A	HUAWEI	2.0	46000.0	Android	9.0	0.0	zh-CN	2138.0	1080.0	326.0
5eca74af-8bda-4731-bed1-2636f6491832-1560065479478	0	empty	4.4.1.190530	41bc0aa081bdf59e024890f31a24cbd6	2b8b006e642d3b8963a632368e9c9330	371.0	1.560065479476E12	1.31.134.138	赤峰市	-1.0	183.136.184.66	b680fe0e73dca73875abc800d4a65f1e	fad11a9242d7574b59a4b293c01bd826	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	PADM00	OPPO	2.0	46003.0	android	NULL	0.0	NULL	2280.0	1080.0	0.0
fd55b2e2-b5fc-4c79-aefa-dc67f4c1651b-1560064573282	1	a54becae1bd97547e7719de5602d9a42	6.8.14	06aa05dcc0666bc6f1e325695d45a556	ab4a681cc02ba233881e6440352342c4	270.0	1.560064573282E12	123.139.83.172	西安市	-1.0	123.59.48.86	790aeb69d3f59fb07eaca3a5fac904ba	13083833d253fe3b30748250328df3a4	empty	empty	f09af62ccb14c8cf6ba22190d8ed022a	2.0	MI8SE	xiaomi	6.0	46001.0	Android	9	1.0	zh-CN	2244.0	1080.0	440.0
fadeb818-b541-4d61-a234-8198fc8ae483-1560082767787	1	170a88a12e36f8a0f1b73442304398b1	30901000	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560082767786E12	115.52.170.87	南阳市	-1.0	39.96.159.158	empty	ad69daf5edfe6051de9a2492951971c8	empty	empty	empty	2.0	VIVO X21I A	vivo	2.0	46000.0	Android	9.0.0	1.0	zh-CN	760.0	360.0	0.0
65ba0e90-04c9-4427-9e83-f1a9e46111dc-1560082536046	1	2477c87258c08e20d9b3d308867ae4cd	8.5.7.1	f752b4dbcf56662d9042436425b8c164	6a201781abc86a0666c3e94b6638c920	367.0	1.560082536043E12	120.239.211.207	河源市	-1.0	124.243.219.138	84d29aeb29dfc403efec08a5ee1cb1d4	db50d1b75879a417f3cac0b50b315d3b	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	MHA-AL00	华为	2.0	46000.0	android	7.0	0.0	cn	0.0	0.0	0.0
d288653a-92c0-45dd-bfde-33da77931bd2-1560077797037	0	bb008ea76d29db6060d5cc7119b7bc78	NULL	60c1b48a14f0b660c63392a912a6592a	7aba71423e56513226b0a85f1bba10e2	220.0	1.56007779704E12	183.202.73.211	晋城市	-1.0	119.254.201.249	empty	4b7ad9558c23677555f7149d473d9b9c	empty	empty	empty	0.0	VIVO Y29L	vivo	0.0	46000.0	android	4.4.4	0.0	NULL	0.0	0.0	0.0
e61f7547-3aef-4579-ae29-63579f733e71-1560039174967	1	783e95e8438d127d46370795913a7b66	3.3.4	475ac80a2dd7f5ec3f3858ab8b07f615	4b66782f892dd44623b9059f57acb1bf	323.0	1.560039174967E12	114.234.201.39	徐州市	-1.0	39.105.110.165	2d81a00acc70d595507d4f69bd7ab5d7	871ae7be6d1a0e3b8846ce533ce1764c	empty	empty	bdcbe3e2c00d2241d780ceea94d66114	2.0	OPPO%20A59S	OPPO	2.0	46000.0	Android	5.1	1.0	zh-CN	1280.0	720.0	2.0
96dba52c-e7a3-4964-ba31-7af6033f1edb-1560020766968	0	empty	5.76.2.6060	b825a9018b6d9bcf9fde1dcf401d8869	25ad2d02765793b229e8e468a6203269	326.0	1.560020766972E12	139.207.40.49	成都市	-1.0	106.14.197.56	588632288eae60b4e733b96c1961550d	af959e5e4a63ec4dbf5e2d56edd68ab7	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	VIVO X20A	vivo	6.0	46001.0	android	8.1.0	0.0	zh-CN	2160.0	1080.0	0.0
de98a09b-69df-4690-9e9a-8712e137a298-1560011825188	0	2477c87258c08e20d9b3d308867ae4cd	8.5.7.1	c2c317328d5ffc8b7dc543e24fa896cc	6a201781abc86a0666c3e94b6638c920	367.0	1.560011825186E12	117.181.225.66	北海市	-1.0	124.243.219.138	fd39849fb84a844b513b0c833b0ed2bd	e22fb002b36a0745a6baa45f201265a8	empty	empty	9593734e1472fe6e4fc045a7e3253315	2.0	PBEM00	NULL	2.0	46000.0	android	8.1.0	0.0	cn	0.0	0.0	0.0
6eb3a29e-f001-4b38-9cd7-4d9d810f8004-1560032103063	1	18e53918f33bf2931df791aa41614ca8	4.3.5	e40889e3d0dd38fb4118e556a4fc1825	a728e7a230b88f7e1ccde56bbfc2a38c	303.0	1.560032103062E12	183.197.234.204	沧州市	-1.0	47.110.38.231	e783d1b027599b3107ddd91aaf5b1244	400082e04cd1044f7a921693fa608c72	empty	empty	fd5a570b7c2477e10321c74246bcccc3	2.0	HRY-AL00A	HUAWEI	2.0	46000.0	Android	9	0.0	zh-CN	2139.0	1080.0	0.0
a69bb401-e9ff-477e-bf6d-e660a119f89f-1560042184627	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	5c9468cf1be57b5c38aebee60470ce83	f4658ac564ae09266976ac30e0f8f582	221.0	1.560042184626E12	117.136.46.3	南京市	-1.0	180.163.220.100	cadff54cd3f537545b13ecbbc1262ae8	7b129b5ed2f32b2ff0697a99c29551f9	empty	empty	empty	0.0	OPPO R9S	OPPO	6.0	46000.0	android	6.0.1	0.0	NULL	1920.0	1080.0	0.0
b52d3e3f-6b57-4a4d-973c-a470e4702ced-1560032600420	1	170a88a12e36f8a0f1b73442304398b1	30925000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560032600419E12	36.44.168.123	西安市	-1.0	39.96.159.156	empty	c1cc7bf4af39491cae8600c33b6593b2	empty	empty	empty	2.0	JSN AL00	HONOR	2.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
a51b6a6e-d174-400e-ad0e-fcda3d53e5a6-1560075317386	1	170a88a12e36f8a0f1b73442304398b1	30928000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560075317386E12	117.179.44.21	鹤岗市	-1.0	39.96.159.161	empty	ad6dc6f46a05cb81951435610ca0a78f	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	PAR AL00	HUAWEI	2.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
24794447-7ef0-4b20-b502-bad84820ada4-1560057839984	1	c3928c124c66197bda97ee4f34a4767e	NULL	389b69facac0190921d39b572aa68e7e	fc5c28b3674877c00e1cff5f025d223e	281.0	1.56005783998E12	112.96.180.209	广州市	-1.0	123.123.219.7	d1a399df8474a33acb5fd1ded9c2623e	30a6f616ec2582e9dc4a16f75bb93ee0	empty	empty	empty	2.0	OPPO A73	OPPO	6.0	-1.0	android	7.9.2	0.0	NULL	0.0	0.0	0.0
15f38f14-08a8-46b7-ac3e-c87829ae787a-1560087705199	0	54843d48264094f91d7e0ae5ac84e344	2.5.0	1a7762efe0f5c67852bac00ee81f1398	cbdeaf96308cf07f8decffc788c464c5	301.0	1.560087705209E12	114.238.95.122	淮安市	-1.0	152.136.41.146	d924f4989c2395f9b179699752969a66	64c4bf4acb9755e091ceaf6eb6761e81	empty	empty	54e69498de99c1d66b91bf6c8dcde685	2.0	PBAM00	OPPO	2.0	46000.0	Android	8.1.0	0.0	zh-CN	1424.0	720.0	320.0
f9a6ec8e-5f8e-4f5d-8f63-b1ae432a49c6-1560037346627	1	170a88a12e36f8a0f1b73442304398b1	30926000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560037346627E12	218.26.55.208	大同市	-1.0	39.96.159.158	empty	5b471b9b1d459c4b4a01c1a80a9e182f	empty	empty	empty	2.0	JSN AL00	HONOR	5.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
4f28cc61-2535-4900-b35c-d0cb71801759-1560067031547	1	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560067031547E12	121.23.152.111	廊坊市	-1.0	39.96.159.155	empty	948b69ab8df28083cf7fd2b9d9bdbb0b	empty	empty	empty	2.0	HRY AL00	HONOR	2.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
f6a78367-85be-4ac8-b921-c63b7647ed87-1560042711795	1	empty	5.76.2.6060	ab85ef736cd21df4861e71b73bffccab	25ad2d02765793b229e8e468a6203269	326.0	1.560042711794E12	59.62.110.163	鹰潭市	-1.0	47.100.11.90	259ab46c9f744749c4518e280b7480cf	adc284aa3be9631494acda07ee5a318a	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	MI 9 TRANSPARENT EDITION	Xiaomi	2.0	46000.0	android	9	0.0	zh-CN	2340.0	1080.0	0.0
eed4df41-af69-4617-a9c6-3052fd907efb-1560052727947	1	2d2664e827bcbb8b07100c7fbe072e9b	11.11.0	fa52e5f55e8ba880aee5399d483306b8	ca64a500000d84c8fcb8a0587d0e1e0c	280.0	1.560052727945E12	124.115.182.186	延安市	-1.0	180.76.181.7	7a657f4e892153c6d11188c8642d0979	d4c9899fefcb40edf040c6b9d8619b94	empty	empty	25a90ce54817420040366fa16830b61b	2.0	JSN-AL00	HONOR	2.0	46001.0	Android	9	0.0	zh-CN	2340.0	1080.0	3.0
ee587536-bc50-441a-8fcb-9f42b5d2d5cc-1560081246188	1	2d2664e827bcbb8b07100c7fbe072e9b	11.11.0	fa52e5f55e8ba880aee5399d483306b8	ca64a500000d84c8fcb8a0587d0e1e0c	280.0	1.560081246188E12	112.32.66.115	合肥市	-1.0	180.76.181.7	e180c9f40280fb1f7611c0fc27627122	b465490bb60665c99b1d4925cba89363	empty	empty	301a7beebf3e0d939fd612528b88098d	2.0	V1813A	vivo	2.0	46003.0	Android	8.1.0	0.0	zh-CN	2280.0	1080.0	3.0
37a2ecd8-cffc-4dfd-bdb6-0c17bf1dc52b-1560038153344	1	a4279a3b769d4367f97e5a3ee819a57d	7.1.5	5283117130625ebe4413e3719679a495	8fab8557d62202df2da54f4c8ee1f1e8	302.0	1.560038153344E12	223.166.32.200	上海市	3.0	120.132.66.52	cb1a412b164ab1903cd1d180ff8f93b3	f408bdc421dd64a2714bebe4773e1125	empty	empty	e379c437fa18aeef745f063aab1194d8	2.0	REDMI NOTE 7 PRO	Xiaomi	2.0	46000.0	android	9	0.0	zh	2340.0	1080.0	480.0
1126c367-07f0-4705-95d4-2d8f093a7955-1560011054693	1	empty	NULL	10199dc8fea2e173525bc3151bd84312	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560011054693E12	121.24.123.223	邯郸市	-1.0	47.93.215.93	96525b98f91f82463711ad118b5ab01b	1d4d9ce39ae509e77dd73b78b3bf9627	empty	96525b98f91f82463711ad118b5ab01b	0f607264fc6318a92b9e13c65db7cd3c	2.0	BND-AL10	HONOR	2.0	46001.0	android	Android_8.0.0	1.0	NULL	2039.0	1080.0	0.0
02cc34be-9f10-4a18-88c0-7c30725c998c-1560060524108	1	c3928c124c66197bda97ee4f34a4767e	NULL	e75047ac4169618b8961a689ed954151	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560060524105E12	223.104.148.27	徐州市	-1.0	123.123.219.7	547c4e026ed3a63a8fb3c58e68c6b13a	03cc2407c713cd2eb84a6044a47ddd74	empty	empty	empty	2.0	PAHM00	OPPO	6.0	-1.0	android	7.9.2	0.0	NULL	0.0	0.0	0.0
0841dba3-9dec-466e-bf6c-67a08a165dab-1560083596597	1	b08f7a5b9308b6232b560d6aabbe71f9	1.0	48872f54fb72e0ab1e47fbb62e1fcbbf	c5e90bcf2b51e671bb4acce9c54b88e5	301.0	1.560083596597E12	106.114.215.54	石家庄市	-1.0	116.62.79.213	5d01ebc9fbab4121d0d2805bdcf08954	97f7317a471d2ffdcc2248461923a1e9	empty	empty	81b48a09e72e25303b8b11e8ea4f3803	2.0	V1821A	vivo	2.0	46000.0	Android	9	0.0	zh-CN	2340.0	1080.0	480.0
1d037c6e-4805-40d1-9150-d167f4941947-1560083508866	1	empty	2.2.1	ae3ea1765eade8fe1bf7c1628b8b60f1	dc48a526835bf9f2b843084a42359d72	318.0	1.560083508865E12	114.67.230.117	北京市	2.0	47.96.36.179	d1cf874c442974d0005a4033938293cb	bf3dba529429825ad4bcb3c946b2213a	empty	empty	1866d0a537c7b207e7c2ad15b47fd766	2.0	V1818A	EYO	7.0	46000.0	android	8.1.0	0.0	zh-CN	854.0	480.0	240.0
4463048b-8605-4c0b-9302-8673e8ab8556-1560065893510	1	empty	5.76.2.6060	b3c87241f8806ee2f9feba881d03d42c	25ad2d02765793b229e8e468a6203269	326.0	1.56006589351E12	171.111.244.169	河池市	-1.0	101.132.187.57	40d30f9eeb951b9de717606cf8f1abd9	94183af8c40d4e433e64bc6acd110c69	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	MI 8 SE	Xiaomi	2.0	46000.0	android	9	0.0	zh-CN	2244.0	1080.0	0.0
c5938ccd-9831-415b-b659-6ecd33ad5869-1560063474305	1	empty	5.76.2.6040	a03caee254dc4d2c20af52f46ae6fbb9	25ad2d02765793b229e8e468a6203269	326.0	1.560063474305E12	117.136.46.108	南京市	-1.0	101.132.187.57	4a2ff4f425b5f4a43ffdaf9c95e6283b	0f86254c7431536fc53032ce9c8e3482	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	SM-G9650	samsung	6.0	46000.0	android	9	0.0	zh-CN	2220.0	1080.0	0.0
3b60a8cd-0cee-4216-8396-199ef05a9920-1560084545623	1	170a88a12e36f8a0f1b73442304398b1	30926410	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560084545621E12	221.214.236.84	烟台市	-1.0	39.96.159.163	empty	453e299a30427d00c5e6621c7a2278be	empty	empty	empty	2.0	SM G9550	samsung	2.0	46000.0	Android	9.0.0	1.0	zh-CN	846.0	412.0	0.0
8439585f-d78a-465e-9021-c430a365919f-1560066982814	1	empty	NULL	10199dc8fea2e173525bc3151bd84312	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560066982812E12	119.184.90.233	日照市	-1.0	47.95.111.138	472d156bfb0912d72aa388142d095594	083e9f3b9b4180f6a79dfe36e5a7e6df	empty	1be7e10e29e8512170ea20e2ecfc5dbf	ae45746c06ea3d7e24f14d664d7c736d	2.0	PACT00	OPPO	2.0	46000.0	android	Android_8.1.0	0.0	NULL	2280.0	1080.0	0.0
fbc8021b-21f8-493d-a450-b2b610786704-1560055373467	0	18eb457fc38f5151da6216d7c093122b	NULL	c6a36f4b4f1d1204f0c20b9a67cf60d7	06765782b6564446531bf6795f0fdc48	336.0	1.560055373475E12	111.16.173.106	东营市	-1.0	119.254.201.249	empty	8ee2eb380071b003be825f450d3a2168	empty	empty	empty	0.0	VIVO Y83	vivo	2.0	46000.0	android	8.1.0	0.0	NULL	0.0	0.0	0.0
eeff738c-10fb-4576-8ebd-82e1d44c8f45-1560044594449	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e00e9da465ddfd605e2c39aa531dc6da	f4658ac564ae09266976ac30e0f8f582	221.0	1.560044594449E12	116.26.145.202	汕头市	-1.0	180.163.220.42	8596177619d88043df5b1c123982e7b3	1bbe8b199328e54caf96d8bcb8c4e93e	empty	empty	empty	0.0	M5 NOTE	魅族	2.0	46000.0	android	7.0	0.0	NULL	1920.0	1080.0	0.0
77f92c9b-7ac0-42f0-aecd-5e3059988174-1560049702249	0	5f01ea23c372a591699645f0b71afa74	8.4.10	18e06182ff82460b9c2f9695925adb14	7d0908565139d1955c5cb95bb1f6be06	365.0	1.560049702247E12	117.136.79.39	云浮市	-1.0	124.243.219.138	defc8c528b7b74959f4a11daa256e004	12698a09ab7d7daf4337211efba2b995	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	REDMI NOTE 7	NULL	6.0	46000.0	android	9	0.0	cn	0.0	0.0	0.0
4bc0531e-13b7-4127-b7f7-7cef2a863833-1560072711753	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	c317c846ac9da7b89e3b1a770379e65b	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560072711753E12	111.25.181.218	长春市	-1.0	211.159.203.243	b933378ca4be879423e697bd550b880e	d4585be340ed6160d9861f08de5b6eb5	empty	1df6df5359752453fc68578993b512bf	7dbc9a0db6aa9f577b5a5c535079290c	2.0	REDMI NOTE 3	Xiaomi	2.0	46000.0	Android	5.0.2	1.0	zh-CN	1920.0	1080.0	480.0
1ec23cbe-f995-485c-ab4b-bb955a656965-1560039466962	0	26769fd255f95760134d9970fa22cada	NULL	11c13eb4eed767335e2b5393ad4e9f23	48afd67aa95be8d616733783f321f408	220.0	1.560039466962E12	114.229.175.6	镇江市	-1.0	180.163.255.230	152cc5bf7e554ebd2728f15925ee07a4	05762301b6aa8d0d760a70448e4a32b0	empty	empty	empty	0.0	NEM-AL10	华为	4.0	46000.0	android	6.0	0.0	NULL	1812.0	1080.0	0.0
27a24ea6-8c41-439f-81b9-0b20d8882600-1560083990432	0	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560083990434E12	49.94.166.213	南京市	-1.0	39.96.159.159	empty	e99148d70089e6550b4ed93f6e2a5ce6	empty	empty	empty	2.0	VIVO Y83	vivo	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
80318742-1463-4272-9614-208c07cb5a3e-1560089761996	0	empty	1.0	26a11360d51bee65b1fddad44ab59d5b	f504cdfcf7ba0a450f7caea7e8f3eb95	301.0	1.560089761993E12	122.194.3.249	南京市	-1.0	202.85.219.83	9004fa441b0fc5270a8628da92e483c9	82aa4a0052f3834263739bbb23432707	empty	d41d8cd98f00b204e9800998ecf8427e	empty	2.0	C106	Coolpad	6.0	0.0	android	6.0.1	0.0	CN	1920.0	1080.0	0.0
f496e468-0cc8-4d7a-b6ee-122f2e50f417-1560090007467	1	empty	190516	51f02f6007e49301adb4ccb1da0fbf12	5f83d3d963b19352aff3d9b5b29fa736	273.0	1.560090007466E12	113.237.48.123	葫芦岛市	-1.0	120.132.59.26	6334a46563fcf8153582858e451b1daf	3effcd016624795b12f862f8ad98a462	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	3.0	M3 NOTE	Meizu	2.0	46000.0	android	7.0	0.0	zh_CN	1920.0	1080.0	0.0
0b2c716b-fc99-4c5d-85cf-8d9c07cb1ea0-1560052593036	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	5c9468cf1be57b5c38aebee60470ce83	f4658ac564ae09266976ac30e0f8f582	221.0	1.560052593034E12	27.184.216.23	石家庄市	-1.0	180.163.220.125	ad5eb7eee1b88a064cda45c206ba95ba	5656b77d810b46fa48fa883807beb233	empty	empty	5325636ca92349d85e4d0c89bfa5e352	0.0	OPPO A59S	OPPO	2.0	46000.0	android	5.1	0.0	NULL	1280.0	720.0	0.0
6e57520e-ccb2-4eb9-a548-268813ec7a1d-1560070073294	1	2d2664e827bcbb8b07100c7fbe072e9b	11.11.0	907d0f8c29663840491577a21c7b612a	ca64a500000d84c8fcb8a0587d0e1e0c	280.0	1.560070073294E12	42.88.28.226	临夏回族自治州	-1.0	180.76.181.7	eddb57c558ed6d8a48f735a16f87bb7c	58c12488a9b268ff337a905ae6aca468	empty	empty	374701a8b15534addc9eca2dd0a731dd	2.0	JKM-AL00B	HUAWEI	2.0	46003.0	Android	8.1.0	0.0	zh-CN	2340.0	1080.0	3.0
c55da2f9-8e4b-4efd-9a66-9ade7ee344ce-1560081554155	0	8b93f2271e0e09f2ea93cc6bbbafeba8	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.560081554155E12	223.104.20.247	武汉市	-1.0	119.254.201.249	empty	4306bc15390ee69d9692d4794be1e4ef	empty	empty	empty	0.0	VIVO V3MAX A	vivo	6.0	46000.0	android	5.1.1	0.0	NULL	0.0	0.0	0.0
63ba23cd-dd3a-4bc6-b518-3fcb9a687bc9-1560044280231	1	170a88a12e36f8a0f1b73442304398b1	30928000	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560044280234E12	113.4.1.215	哈尔滨市	-1.0	39.96.159.154	empty	55412bc395aa13057e401b810f51c62f	empty	empty	empty	2.0	HUAWEI NXT AL10	HUAWEI	2.0	46000.0	Android	8.0.0	1.0	zh-CN	640.0	360.0	0.0
bda0bfac-891f-488c-9a1e-1055622d7a57-1560035337446	0	empty	1.5.1	7e91cc1652fff1bde3ac52694f815de3	808182a9ad2d1751b4babba12803a25f	301.0	1.560035337445E12	125.85.193.225	重庆市	31.0	125.85.193.225	d36347efdd5a53683b8891b73f38fdea	8410d47b23842a5ed0a99b930552fe4f	empty	empty	e55bfc6b537b139f12c1180ce7481881	2.0	OPPO R11T	OPPO	2.0	0.0	android	7.1.1	0.0	zh-CN	1920.0	1080.0	480.0
6671e4d9-57f4-4330-b3fc-dad317dbf085-1560072134453	0	empty	5.76.2.6060	97e5b750dd758c5a2a2a5cc401c20e2a	25ad2d02765793b229e8e468a6203269	326.0	1.560072134451E12	103.57.12.178	长春市	-1.0	106.14.150.230	bfd81fc4c3479b91515d1f538978ff38	18ee796d7e7a14cb388b8c61ef26ad86	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	PBCT10	OPPO	2.0	46001.0	android	8.1.0	0.0	zh-CN	2340.0	1080.0	0.0
113dfd78-d408-4272-bf30-0deacc19a156-1560017309010	1	18e53918f33bf2931df791aa41614ca8	6.8.14	e40889e3d0dd38fb4118e556a4fc1825	a728e7a230b88f7e1ccde56bbfc2a38c	303.0	1.560017309008E12	117.136.44.176	郑州市	-1.0	47.110.38.231	f760a00cd1ef67cf6c5b3223c150cc07	7b417f29e6810318cd92fe55947fba1c	empty	empty	82380433a24d9ae176a8f5caf209dfb8	2.0	CLT-AL00	huawei	6.0	46000.0	Android	9	90.0	zh-CN	2240.0	1080.0	0.0
561bdca1-428e-4b8b-9620-a3a1125e4c3b-1560035870540	1	170a88a12e36f8a0f1b73442304398b1	30927000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.56003587054E12	112.96.69.1	广州市	-1.0	39.96.159.162	empty	b5c8b2c04b531b6fadc6b05a01cdcf48	empty	empty	empty	2.0	VIVO X21I A	vivo	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
02e6df22-7440-4bb8-8ca6-9cf957a6a77d-1560058366762	0	empty	4.7.5	9f1eadd9092b19bc86ee0cacde1c867f	eec946a5a66c023ec9d3b2ede5900626	265.0	1.560058366764E12	183.206.113.193	徐州市	-1.0	47.101.193.170	013835256f5442d19ba6a31b55052f1a	f56fa39f6c1704440a3eedfbe2aeace3	empty	empty	empty	2.0	V1818CT	NULL	2.0	0.0	android	8.1	0.0	NULL	0.0	0.0	0.0
20567490-f5bd-4e9e-bafc-a1056881c7e6-1560063465907	0	ff61c7290049a449e41866b0892f9672	2.19.0	a66a8268372c18745e258e046e756be4	362c68ebead45c264a6582d6c9616ae9	283.0	1.560063465907E12	223.90.252.165	许昌市	-1.0	180.76.181.7	72491281f16b66a966474828e3d13332	0b92e646aa61b9b98613df56527580f1	empty	empty	1502f57f5cf8d3515d0224b8552a3f18	2.0	V1813A	vivo	2.0	46000.0	Android	8.1.0	0.0	zh-CN	2154.0	1080.0	3.0
f0b40a8e-23c5-4e27-af3a-90fbc5b0e894-1560065409324	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560065409325E12	58.56.250.138	德州市	-1.0	39.96.159.156	empty	419b62ef40f66a580d35394eac9c51e1	empty	empty	empty	2.0	VIVO Y85A	vivo	2.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
73b2a64f-228b-46dc-a903-88138185c15b-1560045080964	1	170a88a12e36f8a0f1b73442304398b1	30913000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560045080965E12	36.23.95.169	丽水市	-1.0	39.96.159.163	empty	026f91d66a27d0b29712f04df8abb3ad	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	V1813BT	vivo	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
